,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
229,1689,no,1.8,0,17,no,24,0.3,127,3,18,954,1200,2766.0,7,2,7.0,0,1,wifi,very high cost
230,1488,no,0.5,0,1,no,39,0.8,112,5,6,1528,1647,3054.0,14,10,19.0,0,0,no_wifi,very high cost
231,1313,yes,1.8,1,4,no,9,0.4,105,1,6,416,1308,3791.0,11,10,6.0,0,1,wifi,very high cost
232,1715,no,1.0,1,4,yes,31,0.5,83,8,17,638,1615,625.0,17,6,13.0,1,0,no_wifi,low cost
233,1442,no,1.0,1,0,no,27,0.1,192,3,19,231,687,2227.0,6,5,20.0,1,1,no_wifi,medium cost
234,528,no,1.7,0,12,yes,6,0.8,142,2,15,574,637,3256.0,9,8,6.0,1,1,no_wifi,high cost
235,1523,yes,1.8,0,6,yes,11,0.1,129,1,8,148,1606,707.0,19,8,19.0,1,1,no_wifi,low cost
236,1133,no,1.4,0,3,no,42,0.1,199,5,12,730,1543,1457.0,18,12,20.0,1,0,wifi,medium cost
237,1718,yes,2.5,1,14,yes,6,0.1,183,5,16,564,980,3755.0,7,1,8.0,1,1,wifi,very high cost
238,1330,no,0.5,0,0,no,38,1.0,183,7,1,1290,1441,1733.0,9,0,11.0,1,0,wifi,medium cost
239,1799,yes,0.5,0,0,no,49,0.4,107,4,2,632,1383,720.0,12,2,11.0,1,1,wifi,low cost
240,633,yes,2.2,0,0,yes,49,0.1,139,8,1,529,1009,3560.0,11,1,16.0,1,1,wifi,high cost
241,724,no,2.7,1,0,no,44,0.5,187,7,0,1273,1754,2311.0,7,6,7.0,1,0,no_wifi,high cost
242,822,yes,0.5,0,0,yes,51,0.3,157,6,20,667,860,3846.0,10,1,3.0,1,0,no_wifi,very high cost
243,1918,no,1.9,0,2,no,10,0.6,110,5,10,1170,1543,1717.0,7,1,16.0,1,1,wifi,high cost
244,1891,no,2.8,0,7,yes,37,0.4,129,7,14,169,1108,3704.0,8,6,11.0,1,0,no_wifi,very high cost
245,1373,yes,1.0,1,2,no,50,0.2,127,7,12,105,673,3800.0,8,3,14.0,1,0,no_wifi,very high cost
246,862,yes,0.8,1,3,no,23,0.4,165,2,15,793,1758,278.0,16,3,11.0,0,0,wifi,low cost
247,1273,no,1.0,0,3,yes,48,0.4,99,4,15,490,886,1767.0,18,15,11.0,1,1,no_wifi,medium cost
248,957,yes,2.5,0,4,no,7,0.8,107,5,10,1201,1485,1846.0,12,5,7.0,1,0,wifi,medium cost
249,1617,yes,1.3,1,3,yes,30,0.7,105,2,4,246,1038,829.0,9,0,10.0,1,0,no_wifi,low cost
250,893,no,2.5,1,0,no,55,0.6,183,2,1,417,946,2986.0,7,1,6.0,0,1,wifi,high cost
251,1210,no,0.5,0,0,no,63,0.1,93,5,0,1177,1462,2394.0,17,9,,0,0,no_wifi,high cost
252,708,yes,2.7,1,0,yes,63,1.0,195,8,7,78,654,2169.0,6,5,7.0,1,1,wifi,medium cost
253,835,no,1.1,1,2,no,7,0.2,101,4,7,323,1604,1181.0,13,5,15.0,1,1,wifi,low cost
254,1450,yes,2.7,1,9,no,19,0.6,131,1,17,707,1882,575.0,15,9,12.0,0,0,no_wifi,low cost
255,973,yes,1.5,0,5,yes,57,0.2,190,7,16,457,1816,2977.0,6,4,2.0,1,0,no_wifi,high cost
256,601,yes,1.4,0,4,yes,4,0.1,154,4,13,356,765,,12,8,10.0,1,1,wifi,low cost
257,507,yes,0.5,1,1,no,32,0.5,141,7,11,936,1398,1702.0,17,0,5.0,1,1,wifi,medium cost
259,1559,yes,1.6,1,6,yes,6,0.5,162,6,17,179,1559,3352.0,9,1,3.0,1,1,wifi,very high cost
260,754,no,0.5,1,7,yes,59,0.7,178,7,10,1914,1928,1027.0,6,3,5.0,1,0,no_wifi,medium cost
261,728,no,2.7,1,0,no,25,0.2,88,4,1,526,1529,2039.0,5,1,12.0,1,1,wifi,medium cost
262,1431,yes,0.5,0,0,yes,56,0.6,191,1,1,156,952,461.0,7,3,8.0,1,0,no_wifi,low cost
263,767,no,1.5,0,4,no,28,0.7,175,4,10,344,1517,527.0,10,0,15.0,0,1,no_wifi,low cost
264,1722,no,2.6,0,8,no,18,0.8,177,2,16,865,1741,3271.0,14,0,15.0,1,0,wifi,very high cost
265,1992,yes,1.6,0,5,yes,57,1.0,100,2,15,1552,1596,606.0,9,3,4.0,1,1,wifi,medium cost
266,1876,no,0.5,0,10,yes,40,0.3,86,6,14,546,1564,2513.0,10,8,16.0,1,1,no_wifi,very high cost
267,1054,no,1.1,1,10,yes,38,0.4,136,6,12,1097,1222,1675.0,18,4,14.0,1,1,wifi,medium cost
268,1283,yes,1.6,1,4,no,47,0.9,93,5,5,372,692,2698.0,9,6,17.0,1,1,no_wifi,high cost
269,1281,yes,2.3,1,0,no,28,0.3,148,1,6,1285,1617,1129.0,12,1,6.0,0,1,no_wifi,medium cost
270,1066,no,0.6,0,2,yes,7,0.9,114,7,18,1242,1571,468.0,19,13,6.0,1,1,no_wifi,low cost
271,730,no,2.1,1,0,yes,4,0.1,89,8,2,302,1247,1210.0,19,15,4.0,1,1,wifi,low cost
272,1053,yes,0.8,1,7,yes,45,0.3,103,1,12,594,1767,3086.0,17,6,5.0,1,1,wifi,very high cost
273,1611,yes,0.5,1,11,no,3,0.6,98,3,14,303,714,1595.0,8,4,9.0,1,0,wifi,medium cost
274,793,no,1.0,1,5,yes,30,0.9,133,2,15,1858,1935,2332.0,17,13,14.0,1,1,wifi,high cost
276,1662,no,0.5,0,0,yes,61,0.8,126,4,13,32,1509,3760.0,9,5,13.0,1,1,wifi,very high cost
277,1281,yes,2.8,1,3,yes,8,0.3,144,4,19,590,954,1851.0,8,2,9.0,1,1,no_wifi,medium cost
278,538,no,0.8,0,12,yes,2,0.8,177,7,13,235,662,417.0,8,4,9.0,1,0,wifi,low cost
279,823,yes,0.5,0,0,no,39,0.4,187,8,4,630,888,294.0,13,9,11.0,0,0,wifi,low cost
280,1733,yes,2.8,0,3,yes,36,1.0,119,6,20,357,527,3576.0,17,16,9.0,1,0,no_wifi,very high cost
281,1429,no,1.5,1,0,yes,40,0.9,100,3,14,246,820,3945.0,11,7,18.0,1,0,wifi,very high cost
282,1839,yes,1.2,0,9,yes,54,0.5,200,7,11,475,1493,927.0,19,10,18.0,1,0,wifi,medium cost
283,659,no,2.7,0,6,yes,6,0.5,110,3,7,1054,1929,2044.0,15,5,2.0,1,0,wifi,medium cost
284,1953,yes,2.1,1,7,no,56,0.1,158,8,9,555,764,2334.0,11,5,4.0,1,0,no_wifi,high cost
285,1172,no,1.9,0,0,yes,27,0.7,164,1,3,607,1092,1477.0,12,0,6.0,1,0,no_wifi,medium cost
286,612,yes,1.9,1,6,no,16,0.3,102,7,7,1360,1891,3161.0,8,4,3.0,0,0,no_wifi,very high cost
287,1563,no,2.4,0,0,yes,24,0.2,170,8,0,142,1699,3660.0,7,5,5.0,1,1,no_wifi,very high cost
288,1191,no,1.3,1,16,yes,26,0.8,84,1,20,681,683,1604.0,14,3,9.0,1,0,wifi,medium cost
289,615,yes,0.5,1,0,no,42,0.6,163,6,4,104,1664,2211.0,7,4,18.0,0,0,wifi,medium cost
290,1893,yes,2.1,1,8,no,63,0.2,134,2,11,637,763,3822.0,14,3,18.0,0,1,wifi,very high cost
291,1563,no,1.7,1,10,no,16,0.1,151,7,13,410,572,3922.0,11,1,8.0,0,0,wifi,very high cost
292,1995,yes,1.9,0,6,no,9,0.8,139,6,18,1830,1963,1203.0,14,12,18.0,1,1,wifi,high cost
293,1517,no,0.5,0,6,yes,48,0.6,143,5,14,802,1489,2822.0,15,5,11.0,1,1,wifi,very high cost
294,832,no,1.6,1,1,yes,34,0.3,108,5,5,311,1294,447.0,15,13,12.0,1,1,no_wifi,low cost
295,1162,no,2.0,0,0,yes,56,0.7,114,7,1,56,997,1652.0,5,0,20.0,1,0,no_wifi,medium cost
296,1595,yes,2.6,0,7,no,12,0.3,121,8,19,344,655,3608.0,15,1,16.0,0,1,no_wifi,very high cost
297,1329,yes,1.0,0,1,no,52,0.9,181,6,2,1053,1458,1228.0,8,6,6.0,1,0,wifi,medium cost
298,928,yes,0.5,1,11,no,56,0.7,80,8,13,221,1243,666.0,19,10,5.0,0,1,no_wifi,low cost
299,1656,yes,0.5,1,8,yes,38,0.1,105,7,17,506,519,1499.0,12,8,19.0,1,0,wifi,medium cost
300,1937,yes,1.7,0,17,no,58,0.6,189,1,19,1728,1767,3321.0,5,4,14.0,1,1,no_wifi,very high cost
301,977,yes,1.1,1,2,no,57,0.6,181,6,7,63,566,1206.0,7,1,8.0,0,1,wifi,low cost
302,768,yes,0.9,0,16,yes,56,0.1,113,1,20,418,515,952.0,19,3,16.0,1,0,wifi,low cost
304,1177,no,0.9,0,1,yes,29,0.4,191,2,8,178,882,311.0,18,5,19.0,1,0,no_wifi,low cost
305,1348,no,2.0,0,18,no,52,0.3,98,3,20,1869,1942,955.0,18,11,7.0,1,1,wifi,medium cost
306,1956,no,2.2,0,0,yes,37,0.5,87,3,2,185,776,1109.0,13,1,19.0,1,1,no_wifi,medium cost
307,1751,no,0.5,1,6,no,8,0.6,178,6,20,170,564,2969.0,8,6,17.0,0,0,wifi,high cost
308,1530,no,2.0,0,11,no,42,0.8,177,6,13,454,1975,725.0,11,10,19.0,0,0,wifi,low cost
309,1997,yes,1.8,1,1,no,40,0.5,185,4,8,866,1212,1655.0,7,6,15.0,1,0,no_wifi,high cost
311,1707,no,1.4,0,0,no,41,0.8,80,7,2,1331,1388,1774.0,12,0,10.0,0,0,no_wifi,high cost
312,894,no,0.5,1,1,yes,50,0.5,199,3,14,1285,1462,3615.0,13,0,6.0,1,0,wifi,very high cost
313,645,no,1.2,0,6,yes,41,0.7,184,8,17,741,1130,714.0,18,2,13.0,1,1,no_wifi,low cost
314,1163,no,2.8,1,0,no,49,0.6,155,2,0,520,754,2768.0,19,2,12.0,0,0,wifi,high cost
315,1126,no,0.7,0,3,no,49,0.9,165,8,17,114,1726,3739.0,14,1,13.0,1,0,no_wifi,very high cost
316,1648,no,0.7,0,6,yes,64,0.8,170,4,9,1153,1876,610.0,8,1,6.0,1,1,no_wifi,medium cost
317,1170,yes,0.9,0,6,yes,14,0.4,199,2,13,474,709,715.0,18,5,20.0,1,0,wifi,low cost
319,1097,no,2.1,1,6,no,64,0.2,161,3,8,419,1914,1725.0,14,5,9.0,1,0,wifi,medium cost
320,728,no,1.7,1,0,yes,5,0.6,101,2,20,584,775,834.0,16,0,5.0,1,1,no_wifi,low cost
321,1980,no,0.5,1,2,yes,29,0.8,177,1,13,312,1910,3865.0,12,10,18.0,1,0,no_wifi,very high cost
322,1504,no,2.3,1,1,no,64,0.9,182,1,2,19,1923,3059.0,6,5,10.0,0,1,no_wifi,very high cost
323,1379,yes,2.1,1,14,yes,63,1.0,83,1,17,207,1370,651.0,9,6,7.0,1,1,no_wifi,low cost
324,1698,no,2.1,0,5,yes,18,0.9,160,6,20,363,994,796.0,13,3,14.0,1,0,wifi,low cost
325,920,no,2.1,1,5,no,25,0.4,115,7,14,209,1078,785.0,10,7,5.0,0,1,wifi,low cost
326,1144,yes,1.5,1,0,no,21,0.4,189,1,11,159,724,3252.0,16,0,8.0,0,0,no_wifi,high cost
328,1430,no,0.5,1,1,no,27,0.5,183,1,16,1132,1182,2832.0,7,1,15.0,0,1,wifi,high cost
329,972,,0.5,1,5,no,13,0.4,193,5,8,1392,1795,1615.0,11,6,13.0,0,1,no_wifi,medium cost
330,662,no,0.5,0,5,no,20,0.8,138,1,10,1001,1224,2125.0,17,15,15.0,0,1,wifi,medium cost
331,1867,no,2.3,0,0,yes,9,0.1,191,6,3,712,1875,990.0,6,1,2.0,1,0,wifi,medium cost
332,1730,no,2.0,1,0,yes,20,0.1,143,4,10,418,1023,1595.0,14,0,12.0,1,1,no_wifi,medium cost
333,1723,yes,1.0,0,1,yes,7,0.6,126,3,17,384,1361,1213.0,5,0,16.0,1,1,wifi,medium cost
334,1882,yes,1.3,1,8,no,47,0.2,140,2,13,119,652,2500.0,17,1,11.0,0,0,wifi,high cost
335,803,no,0.8,1,0,no,18,0.3,106,4,1,627,935,2801.0,18,15,12.0,0,1,no_wifi,high cost
336,580,yes,1.2,1,0,no,47,0.9,91,3,1,1086,1345,3451.0,15,1,11.0,1,1,no_wifi,very high cost
337,668,no,2.3,0,2,yes,48,0.3,114,1,19,195,1292,1201.0,14,12,4.0,1,1,no_wifi,low cost
338,1391,no,1.4,0,2,yes,36,0.8,182,1,6,14,1256,3139.0,14,7,14.0,1,1,no_wifi,high cost
339,1560,no,2.3,0,0,yes,22,0.8,169,7,1,745,1364,1938.0,15,11,16.0,1,1,wifi,high cost
340,821,no,1.8,1,5,no,54,0.1,109,3,9,253,1786,3185.0,8,4,15.0,1,0,no_wifi,high cost
341,811,yes,2.4,1,5,yes,2,0.3,106,6,13,333,1429,2111.0,18,7,,1,0,wifi,medium cost
342,1989,yes,2.9,1,8,no,17,0.1,193,8,15,629,682,2369.0,7,0,18.0,1,1,no_wifi,high cost
343,1034,yes,2.7,1,6,no,37,0.7,120,7,20,707,1199,3625.0,17,1,12.0,0,1,wifi,very high cost
344,618,no,2.1,0,2,no,6,0.3,86,1,4,1314,1688,1051.0,13,10,15.0,0,0,wifi,low cost
345,654,yes,1.3,0,0,yes,52,0.7,196,4,4,1715,1898,1036.0,17,4,13.0,1,0,no_wifi,medium cost
346,576,yes,2.8,0,2,yes,10,0.2,184,5,7,513,1438,2938.0,6,0,5.0,1,1,wifi,high cost
347,667,yes,0.6,0,6,yes,3,0.7,185,6,13,13,1463,2855.0,5,0,19.0,1,0,wifi,high cost
348,869,yes,1.0,0,7,yes,57,0.6,118,1,15,1243,1584,2727.0,13,3,8.0,1,0,no_wifi,high cost
349,635,yes,0.5,1,2,no,42,0.4,149,3,4,300,1059,2973.0,12,5,,0,0,wifi,high cost
350,609,yes,3.0,0,15,yes,44,0.3,117,1,16,58,1253,2581.0,15,11,15.0,1,0,wifi,medium cost
351,1557,no,2.8,1,16,no,2,0.1,123,5,20,1107,1442,2690.0,18,16,9.0,0,0,wifi,very high cost
353,1182,no,0.5,0,7,yes,8,0.5,138,8,16,275,986,2563.0,19,17,19.0,1,0,no_wifi,high cost
354,848,yes,2.1,1,10,yes,19,0.8,148,7,18,176,1029,3359.0,10,0,14.0,1,0,no_wifi,high cost
355,1610,yes,2.9,0,7,yes,64,0.9,181,4,12,1236,1280,941.0,8,4,9.0,1,1,no_wifi,medium cost
356,1828,yes,2.1,1,0,no,17,0.9,199,1,1,336,898,2280.0,17,14,4.0,0,0,no_wifi,high cost
357,880,no,2.0,1,1,yes,50,0.5,194,7,3,1116,1381,827.0,15,9,6.0,1,0,wifi,low cost
358,1394,yes,0.9,1,10,yes,62,0.3,175,5,13,1010,1565,473.0,11,1,20.0,1,1,no_wifi,low cost
359,1960,yes,2.3,1,1,yes,61,0.3,86,7,3,205,1299,3865.0,10,7,11.0,1,0,no_wifi,very high cost
360,809,no,0.8,0,10,no,21,0.9,91,7,19,1453,1726,1274.0,18,7,3.0,0,0,no_wifi,medium cost
362,1976,yes,0.7,1,4,no,32,0.8,171,2,7,1301,1922,3699.0,17,11,13.0,0,1,wifi,very high cost
364,916,yes,2.6,0,0,no,36,0.3,195,4,12,188,992,1470.0,13,0,14.0,0,1,no_wifi,low cost
365,763,no,1.7,1,8,yes,2,0.5,92,8,14,1028,1186,1050.0,6,4,8.0,1,1,no_wifi,low cost
366,508,no,1.6,1,0,no,9,0.4,162,6,2,1419,1920,2616.0,18,8,10.0,1,1,wifi,high cost
367,825,no,2.9,1,0,no,34,0.8,99,8,17,1471,1866,2915.0,8,2,10.0,1,1,no_wifi,very high cost
368,1864,no,1.4,0,8,yes,46,0.7,178,1,12,168,981,2686.0,11,7,18.0,1,1,wifi,high cost
369,1725,no,0.5,1,8,yes,52,1.0,185,6,12,1125,1195,1243.0,19,18,5.0,1,1,wifi,medium cost
370,1108,yes,2.9,0,10,no,52,0.1,183,2,12,130,1706,3264.0,16,1,13.0,0,1,wifi,very high cost
371,1011,no,1.1,0,4,yes,36,0.2,131,7,18,481,749,2261.0,7,6,16.0,1,1,wifi,medium cost
372,1703,yes,1.5,1,17,yes,55,0.7,138,5,19,1411,1711,2993.0,5,1,20.0,1,1,wifi,very high cost
373,1067,yes,1.7,1,0,no,58,0.5,135,7,0,79,681,706.0,12,9,16.0,0,1,no_wifi,low cost
374,1334,yes,2.4,0,5,yes,42,0.6,115,5,14,1187,1974,2542.0,10,1,8.0,1,0,no_wifi,very high cost
375,775,yes,2.6,0,0,no,30,0.4,189,7,10,561,1510,2523.0,17,16,9.0,1,0,wifi,high cost
376,1899,yes,0.6,0,0,no,26,0.1,151,2,0,96,814,336.0,13,11,4.0,1,0,wifi,low cost
377,930,yes,1.3,1,1,yes,14,0.4,97,6,10,77,1025,2457.0,11,7,17.0,1,1,no_wifi,medium cost
378,1058,no,1.5,0,2,no,19,0.4,166,4,14,493,1247,418.0,9,7,16.0,0,0,wifi,low cost
379,1187,yes,2.2,0,0,yes,46,0.4,145,2,9,1173,1814,3917.0,13,11,8.0,1,0,wifi,very high cost
380,1874,yes,2.7,1,10,no,8,0.9,166,7,13,964,1233,1246.0,8,1,2.0,0,0,wifi,medium cost
381,1482,no,0.5,0,2,no,48,0.2,142,7,10,634,642,,12,8,12.0,1,1,wifi,high cost
382,1809,yes,1.7,0,3,yes,59,0.1,174,3,4,639,721,2324.0,10,6,16.0,1,0,wifi,high cost
383,864,yes,3.0,1,0,yes,54,0.7,187,2,1,127,1670,3121.0,18,2,16.0,1,1,wifi,high cost
384,625,yes,1.9,0,12,yes,33,0.2,191,1,20,431,550,3801.0,10,6,2.0,1,0,no_wifi,high cost
385,1880,yes,1.8,0,4,yes,18,0.7,138,3,5,71,699,3333.0,17,15,7.0,1,0,no_wifi,very high cost
386,1138,no,1.4,0,12,yes,44,0.2,187,8,17,111,1138,3475.0,19,3,3.0,1,0,no_wifi,very high cost
387,560,no,0.5,0,14,no,23,1.0,146,8,15,356,1903,2360.0,17,16,18.0,0,1,wifi,medium cost
388,1117,no,0.5,0,1,no,12,0.6,144,7,8,798,817,2895.0,7,6,16.0,1,1,no_wifi,high cost
389,1712,no,1.4,0,1,no,63,0.5,137,7,12,747,1126,3652.0,16,1,19.0,1,0,no_wifi,very high cost
390,1836,yes,1.7,1,3,no,26,0.1,134,6,16,408,1139,3097.0,5,0,18.0,0,1,no_wifi,very high cost
391,1036,yes,2.4,0,0,no,39,0.2,119,7,3,373,926,2101.0,10,7,2.0,0,1,no_wifi,medium cost
392,1860,yes,2.3,0,15,no,23,0.6,162,4,16,1362,1506,3918.0,9,2,8.0,0,1,no_wifi,very high cost
393,1375,,1.1,0,3,yes,9,0.9,145,7,19,475,726,3869.0,19,18,10.0,1,1,wifi,very high cost
394,1945,no,1.6,1,0,yes,57,0.3,195,4,1,743,1753,732.0,14,1,14.0,1,1,no_wifi,medium cost
395,1896,no,0.5,1,8,yes,7,0.4,141,2,13,447,794,3684.0,9,7,18.0,1,0,no_wifi,very high cost
396,788,no,2.5,1,4,yes,57,0.9,91,8,12,42,1161,3969.0,12,8,6.0,1,1,wifi,very high cost
397,880,yes,1.7,1,0,no,33,0.7,173,2,2,30,1350,1414.0,12,1,7.0,1,1,no_wifi,low cost
398,1323,yes,2.5,1,10,yes,28,0.2,131,4,12,162,619,1892.0,10,0,15.0,1,1,wifi,medium cost
399,1868,no,2.0,1,0,yes,42,0.2,169,1,4,347,660,3131.0,8,3,7.0,1,1,wifi,very high cost
400,1266,no,1.9,1,0,yes,7,0.2,184,3,12,346,1468,2532.0,10,5,4.0,1,1,wifi,high cost
401,1042,no,2.7,1,16,yes,50,0.8,93,7,18,727,1705,3215.0,18,0,,1,1,wifi,very high cost
402,1479,no,0.5,0,8,no,19,0.6,156,3,10,180,1476,3323.0,13,12,6.0,1,0,wifi,very high cost
403,1476,yes,1.2,1,0,yes,55,0.1,171,4,5,1641,1666,1529.0,13,8,3.0,1,0,wifi,high cost
404,1552,yes,2.2,0,6,yes,13,0.2,123,6,9,269,1026,2403.0,9,2,9.0,1,1,wifi,high cost
405,1454,yes,0.5,1,1,no,34,0.7,83,4,3,250,1033,3419.0,7,5,5.0,1,1,no_wifi,very high cost
406,1007,no,2.0,0,0,no,45,0.1,95,5,2,1186,1529,3648.0,9,0,16.0,0,0,no_wifi,very high cost
407,652,yes,2.4,1,9,yes,17,0.7,173,5,11,77,559,1974.0,12,10,12.0,1,0,no_wifi,low cost
408,1504,no,1.5,0,12,yes,34,0.7,142,8,15,507,973,2806.0,7,2,7.0,1,0,wifi,high cost
409,1726,yes,0.9,1,2,no,51,0.6,193,4,3,379,1223,2239.0,13,9,13.0,1,0,wifi,high cost
410,1029,yes,1.9,1,5,yes,5,0.2,171,5,8,264,956,582.0,15,7,4.0,1,1,wifi,low cost
411,1582,no,2.8,0,2,yes,44,0.5,112,6,13,1486,1797,3890.0,17,10,10.0,1,1,wifi,very high cost
412,1478,yes,0.8,1,12,no,48,0.7,99,5,17,694,882,1141.0,5,2,6.0,0,0,wifi,medium cost
413,1178,yes,1.3,0,0,no,49,0.6,101,5,0,579,596,2511.0,6,3,17.0,0,0,no_wifi,high cost
414,707,no,2.1,1,2,no,25,0.8,131,3,17,495,574,3838.0,9,2,7.0,1,0,wifi,very high cost
415,755,yes,2.8,0,5,yes,51,0.3,186,4,12,315,990,2734.0,10,1,16.0,1,0,wifi,high cost
416,912,yes,2.0,0,1,no,54,0.3,161,8,5,329,1053,2330.0,19,5,20.0,0,1,no_wifi,medium cost
417,651,yes,0.8,1,2,yes,63,0.2,176,5,4,548,858,2244.0,14,9,19.0,1,1,no_wifi,medium cost
418,1483,no,2.1,0,1,yes,54,0.2,176,7,2,531,758,1851.0,15,13,2.0,1,1,no_wifi,medium cost
419,914,yes,0.9,0,2,no,4,0.8,100,2,12,191,1495,808.0,11,7,5.0,1,1,no_wifi,low cost
420,1456,yes,0.5,1,7,no,7,0.4,105,5,12,823,1104,1587.0,6,5,20.0,1,0,wifi,medium cost
421,1178,no,2.2,1,6,no,57,0.3,84,3,17,96,1352,2492.0,16,14,10.0,1,1,no_wifi,high cost
422,1503,yes,0.7,0,10,yes,43,0.2,166,4,14,841,1304,2122.0,15,1,2.0,1,0,no_wifi,high cost
423,1681,yes,2.5,0,2,no,11,0.4,158,2,13,195,1205,1122.0,12,6,16.0,0,1,wifi,low cost
424,715,no,2.3,1,4,no,48,0.1,160,4,6,21,562,3709.0,14,2,10.0,0,0,no_wifi,high cost
425,1876,no,2.8,1,3,yes,56,0.4,182,3,4,235,585,3021.0,12,2,18.0,1,0,no_wifi,high cost
426,1190,yes,2.2,1,9,no,47,0.3,186,6,10,1417,1441,624.0,9,3,19.0,1,1,wifi,low cost
427,1755,yes,1.3,0,0,yes,24,0.1,134,7,2,286,1075,3937.0,8,1,7.0,1,0,wifi,very high cost
428,1197,no,1.3,0,3,yes,20,0.5,149,6,7,649,1629,1797.0,19,5,4.0,1,1,wifi,medium cost
429,1048,yes,0.9,0,10,yes,28,0.8,194,2,19,966,1975,1458.0,5,1,15.0,1,0,wifi,medium cost
431,1772,yes,0.5,1,3,no,64,0.7,116,8,15,270,545,1834.0,5,2,20.0,0,1,wifi,medium cost
432,1421,no,2.8,0,0,yes,57,0.4,165,1,2,781,1657,2775.0,13,8,14.0,1,0,wifi,very high cost
433,1464,no,0.5,1,0,yes,17,0.7,153,6,8,418,1341,1277.0,13,6,19.0,1,0,no_wifi,medium cost
434,728,no,2.3,1,4,no,23,0.8,111,4,5,126,817,457.0,17,10,16.0,1,1,wifi,low cost
435,954,yes,0.5,0,0,no,50,0.3,134,2,11,228,1058,438.0,17,0,2.0,1,0,no_wifi,low cost
436,685,no,0.5,1,8,yes,13,0.8,82,7,15,1091,1203,3210.0,15,7,2.0,1,1,wifi,very high cost
437,1472,no,2.8,1,1,no,36,0.5,130,6,10,1452,1744,985.0,12,11,7.0,1,1,no_wifi,medium cost
438,853,yes,2.0,0,10,yes,3,0.6,200,2,16,674,740,3701.0,15,8,8.0,1,1,no_wifi,very high cost
440,1310,yes,2.3,1,6,no,57,0.9,135,8,9,449,889,1175.0,16,0,8.0,0,0,no_wifi,low cost
441,1654,no,1.8,0,1,no,11,0.3,146,7,2,1184,2152,1070.0,8,1,14.0,1,1,wifi,medium cost
442,902,yes,0.7,0,3,no,3,0.3,134,7,9,675,1285,3411.0,12,11,15.0,0,0,wifi,very high cost
443,1448,no,1.4,1,13,no,26,1.0,156,3,16,1792,1850,1175.0,12,9,6.0,0,1,no_wifi,medium cost
444,1631,no,0.9,1,2,yes,3,0.1,198,7,12,177,1905,301.0,13,5,,1,0,no_wifi,low cost
445,1608,no,1.8,1,7,no,28,0.4,183,2,13,1013,1158,489.0,15,11,8.0,0,0,wifi,low cost
446,1991,yes,2.7,0,5,yes,64,0.9,145,2,13,1058,1325,1733.0,5,3,8.0,1,1,no_wifi,high cost
447,1349,no,2.0,1,15,no,62,0.3,114,5,16,592,772,2756.0,11,3,4.0,1,0,no_wifi,high cost
448,1589,no,2.5,0,5,yes,51,0.8,195,1,18,810,1743,2612.0,8,2,16.0,1,0,no_wifi,high cost
449,1844,yes,2.3,1,1,no,51,0.7,158,8,3,533,882,1724.0,5,1,14.0,0,1,wifi,medium cost
451,972,yes,1.7,0,0,yes,54,0.7,107,3,4,681,1050,1900.0,16,8,19.0,1,0,wifi,medium cost
452,1406,no,0.5,1,2,yes,34,0.8,98,3,5,1017,1366,3915.0,9,8,2.0,1,0,wifi,very high cost
453,1289,no,0.9,0,10,yes,25,1.0,178,6,12,765,899,1043.0,6,2,11.0,1,1,no_wifi,low cost
454,932,no,1.3,0,1,no,64,0.7,154,7,2,1176,1224,3817.0,8,7,9.0,1,1,wifi,very high cost
455,1747,yes,0.9,0,6,yes,48,0.7,94,3,19,947,1131,2362.0,17,2,19.0,1,1,no_wifi,high cost
456,1172,yes,2.1,1,4,no,41,0.1,95,3,7,1314,1884,1107.0,7,3,5.0,0,0,no_wifi,medium cost
457,1128,yes,1.4,0,12,no,53,0.4,84,5,14,609,1370,2982.0,14,9,12.0,1,1,no_wifi,very high cost
458,664,no,1.2,1,0,no,28,0.9,106,5,5,754,1497,2042.0,17,15,19.0,1,1,no_wifi,medium cost
459,513,yes,0.5,0,6,yes,44,0.1,186,4,12,619,867,1343.0,5,1,9.0,1,1,no_wifi,low cost
460,1742,no,2.3,1,9,yes,43,0.4,170,7,12,453,681,2610.0,12,3,10.0,1,0,wifi,high cost
461,1512,yes,1.7,0,12,no,6,0.7,162,7,17,205,884,2335.0,15,7,7.0,1,1,wifi,high cost
462,1986,no,0.5,1,3,yes,51,0.1,165,8,20,282,1358,1614.0,17,12,3.0,1,1,wifi,medium cost
463,965,yes,1.5,1,5,no,13,1.0,109,2,14,130,998,1138.0,9,8,10.0,0,1,no_wifi,low cost
464,1067,yes,2.4,1,3,yes,40,0.6,122,8,15,494,1989,604.0,16,14,11.0,1,0,no_wifi,low cost
465,1583,yes,1.6,0,5,yes,42,0.8,118,3,10,275,862,3652.0,14,10,,1,0,no_wifi,very high cost
466,1653,no,0.5,1,2,yes,37,0.9,176,4,6,447,1785,3955.0,19,4,18.0,1,1,wifi,very high cost
467,1433,no,1.6,0,7,no,4,0.7,133,8,11,281,799,258.0,11,9,4.0,1,1,wifi,low cost
468,765,no,2.9,0,0,yes,18,0.1,153,7,0,6,793,1066.0,11,1,16.0,1,1,no_wifi,low cost
